"Iteração","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10"
"0","0.2","0.6","0.6","0.8","0.3","0.8","0.2","0.0","0.7","0.3"
"1","0.3","0.6","0.6","0.8","0.3","0.8","0.2","0.0","0.7","0.3"
"2","0.4","0.6","0.8000001","0.8","0.3","0.8","0.2","0.0","0.7","0.3"
"3","0.5","0.6","1.0000001","0.8","0.3","0.8","0.1","0.0","0.7","0.3"
"4","0.5","0.6","1.0000001","0.8","0.3","0.8","0.1","0.0","0.7","0.3"
"5","0.5","0.5","1.0000001","0.8","0.3","0.8","0.1","0.0","0.7","0.3"
"6","0.5","0.5","1.0000001","0.8","0.3","0.8","0.1","0.0","0.7","0.3"
"7","0.5","0.5","1.0000001","0.8","0.3","0.8","0.1","0.0","0.7","0.3"
"8","0.5","0.4","1.0000001","0.8","0.3","0.8","1.4901161E-9","0.0","0.7","0.3"
"9","0.5","0.3","1.0000001","0.8","0.3","0.8","-0.1","0.0","0.7","0.3"
"10","0.5","0.20000002","1.0000001","0.8","0.3","0.8","-0.1","0.0","0.7","0.3"
"11","0.5","0.10000002","1.0000001","0.8","0.3","0.8","-0.1","0.0","0.7","0.3"
"12","0.5","0.10000002","1.0000001","0.8","0.3","0.8","-0.1","0.0","0.7","0.3"
"13","0.5","0.10000002","1.0000001","0.8","0.3","0.8","-0.1","0.0","0.7","0.3"
"14","0.5","0.10000002","1.0000001","0.8","0.3","0.8","-0.1","0.0","0.7","0.3"
"15","0.5","-0.09999999","1.0000001","0.8","0.3","0.8","-0.1","0.0","0.7","0.3"
"16","0.5","-0.09999999","1.0000001","0.8","0.3","0.8","-0.1","0.0","0.7","0.3"
"17","0.5","-0.09999999","1.0000001","0.8","0.3","0.8","-0.1","0.0","0.7","0.3"
"18","0.5","-0.09999999","1.0000001","0.8","0.3","0.8","-0.1","0.0","0.7","0.3"
"19","0.5","-0.09999999","1.0000001","0.8","0.3","0.8","-0.1","0.0","0.7","0.3"
"20","0.5","-0.09999999","1.0000001","0.8","0.3","0.8","-0.1","0.0","0.7","0.3"
"21","0.5","-0.09999999","1.0000001","0.8","0.3","0.8","-0.1","0.0","0.7","0.3"
"22","0.5","-0.09999999","1.0000001","0.8","0.3","0.8","-0.1","0.0","0.7","0.3"
"23","0.5","-0.09999999","1.0000001","0.8","0.3","0.8","-0.1","0.0","0.7","0.3"
"24","0.5","-0.09999999","1.0000001","0.8","0.3","0.8","-0.1","0.0","0.7","0.3"
"25","0.5","-0.09999999","1.0000001","0.8","0.3","0.8","-0.1","0.0","0.7","0.3"
"26","0.5","-0.09999999","1.0000001","0.8","0.3","0.8","-0.1","0.0","0.7","0.3"
"27","0.5","-0.09999999","1.0000001","0.8","0.3","0.8","-0.1","0.0","0.7","0.3"
"28","0.5","-0.09999999","1.0000001","0.8","0.3","0.8","-0.1","0.0","0.7","0.3"
"29","0.5","-0.09999999","1.0000001","0.8","0.3","0.8","-0.1","0.0","0.7","0.3"
"30","0.5","-0.09999999","1.0000001","0.8","0.3","0.8","-0.1","0.0","0.7","0.3"
"31","0.5","-0.09999999","1.0000001","0.8","0.3","0.8","-0.1","0.0","0.7","0.3"
"32","0.5","-0.09999999","1.0000001","0.8","0.3","0.8","-0.1","0.0","0.7","0.3"
"33","0.5","-0.09999999","1.0000001","0.8","0.20000002","0.8","-0.1","0.0","0.7","0.3"
"34","0.5","-0.09999999","1.0000001","0.8","0.10000002","0.8","-0.1","0.0","0.7","0.3"
"35","0.5","-0.09999999","1.0000001","0.8","1.6391278E-8","0.8","-0.1","0.0","0.7","0.3"
"36","0.5","-0.09999999","1.0000001","0.8","-0.09999999","0.8","-0.1","0.0","0.7","0.3"
"37","0.5","-0.09999999","1.0000001","0.8","-0.09999999","0.8","-0.1","0.0","0.7","0.3"
"38","0.5","-0.09999999","1.0000001","0.8","-0.09999999","0.8","-0.1","0.0","0.7","0.3"
"39","0.5","-0.09999999","1.0000001","0.8","-0.09999999","0.8","-0.1","0.0","0.7","0.3"
"40","0.5","-0.09999999","1.0000001","0.8","-0.09999999","0.8","-0.1","0.0","0.7","0.3"
"41","0.5","-0.09999999","1.0000001","0.8","-0.09999999","0.8","-0.1","0.0","0.7","0.3"
"42","0.5","-0.09999999","1.0000001","0.8","-0.09999999","0.8","-0.1","0.0","0.7","0.3"
"43","0.5","-0.09999999","1.0000001","0.8","-0.09999999","0.8","-0.1","0.0","0.7","0.3"
"44","0.5","-0.09999999","1.0000001","0.8","-0.09999999","0.8","-0.1","0.0","0.7","0.20000002"
"45","0.5","-0.09999999","1.0000001","0.8","-0.09999999","0.8","-0.1","0.0","0.7","0.20000002"
"46","0.5","-0.09999999","1.0000001","0.8","-0.09999999","0.8","-0.1","0.0","0.7","0.20000002"
